"type","status","status-spec","order","saturation","sat-granularity","save-sat-levels","next-union","filename","PT-places","PT-transitions","PT-arcs","PT-safeplaces","regroup-strategy","regroup-time","state_vector_length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","BDD-relProd","BDD-satCount","BDD-satCountL","BDD-relProdUnion","BDD-projectMinus"
"performance","ootime","killed","chain","sat-like","20","true","true","MAPK-160.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","","","","","","","","","1793.15","3941592","","","","","","",
"performance","done","","chain","sat-like","20","true","true","RAS-R-3.pnml","12","8","30","0","tg,bs,hf","0.000","12","8","32","32","0.000","20","33","60","76","44","0.00","1809288",
"performance","ootime","killed","bfs","sat-like","20","true","true","20-100_phaseVariation.pnml","1202","13457","93395","0","tg,bs,hf","210.470","1202","13457","","","","","","","","","1793.80","4108916","","","","","","",
"statistics","ootime","killed","bfs","sat-like","20","true","true","SwimmingPool-5.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1794.80","3932916","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","PolyORB-LF-S06-J06-T08-unfolded.pnml","894","14334","119772","0","tg,bs,hf","1036.140","894","14334","","","","","","","","","1796.66","3218892","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","CircularTrain-096.pnml","192","96","384","0","tg,bs,hf","0.000","192","96","21500","21500","9.460","2.59130027829661e+21","16297","896","1102","928","9.48","2912116",
"performance","ootime","killed","chain","sat-like","20","true","true","Kanban-500.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1772.81","3939272","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","2D8_gradient_10x10_10.pnml","100","684","1368","0","tg,bs,hf","0.040","100","684","20420","20420","14.970","42634215112710","6490","58140","52668","45144","15.04","2933212",
"performance","done","","chain","sat-like","20","true","true","cs_repetitions-4-unfolded.pnml","117","176","624","0","tg,bs,hf","0.020","117","176","10913","10913","105.180","30948223090688","42093","3322","3981","3856","105.23","2992940",
"performance","done","","chain-prev","sat-like","20","true","true","FMS-10.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","311","311","0.090","2501413200","1437","1505","1365","2048","0.09","2888656",
"performance","done","","chain-prev","sat-like","20","true","true","Philosophers-2000.pnml","10000","10000","32000","0","tg,bs,hf","7.550","10000","10000","29978","29978","148.570","1.74787125172265161e+954","66773","64000","88468","56000","189.44","4512848",
"performance","error","boostperm","bfs","sat-like","20","true","true","planning.pnml","126","128","652","0","tg,bs,hf","","","","","","","","","","","","0.01","92","","","","","","",
"performance","oomem","mddtable","bfs-prev","sat-like","20","true","true","10-100_phaseVariation.pnml","302","3137","21755","0","tg,bs,hf","8.780","302","3137","","","","","","","","","1707.51","3978812","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","echo-d2r15.pnml","2127","1674","9700","0","tg,bs,hf","0.650","2127","1674","","","","","","","","","1790.88","3967548","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","sg-10-5-10.pnml","1380","1640","6560","0","tg,bs,hf","0.310","1380","1640","","","","","","","","","1791.42","3957532","","","","","","",
"performance","error","badmodel","chain-prev","sat-like","20","true","true","parking_4_32.pnml","529","785","2329","","","","","","","","","","","","","","0.00","88","","","","","","",
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","rwmutex-r1000w10.pnml","3020","2020","26040","0","tg,bs,hf","298.610","3020","2020","","","","","","","","","1797.27","3515324","","","","","","",
"statistics","done","","chain","sat-like","20","true","true","2-10_phaseVariation.pnml","14","65","443","0","tg,bs,hf","0.010","14","65","325","325","0.590","98254","5453","4354","4698","28572","0.81","2870180","7216","45616","61315","1177","862247","1380220",
"performance","done","","bfs-prev","sat-like","20","true","true","RAS-R-5.pnml","20","12","50","0","tg,bs,hf","0.000","20","12","192","192","0.000","112","61","100","128","76","0.01","2651164",
"performance","ootime","killed","chain","sat-like","20","true","true","2D8_gradient_10x10_150.pnml","100","684","1368","0","tg,bs,hf","0.030","100","684","","","","","","","","","1795.23","3943540","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","raft_07.pnml","253","442","1664","253","tg,bs,hf","0.070","253","442","60098","60098","1280.950","3.55265029627049e+35","659990","2206","1616","1616","1281.25","3944292",
"performance","done","","chain-prev","sat-like","20","true","true","shared_memory-pt-10.pnml","131","210","800","0","tg,bs,hf","0.030","131","210","1137","1137","2.820","1830519","30896","1580","2166","1380","2.88","2893944",
"performance","ootime","killed","chain","sat-like","20","true","true","PolyORB-LF-S04-J04-T10-unfolded.pnml","870","5034","34774","0","tg,bs,hf","49.630","870","5034","","","","","","","","","1793.44","3078776","","","","","","",
"statistics","ootime","killed","bfs","sat-like","20","true","true","Kanban-100.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1774.86","3939256","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","closed_system1.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","8734","8734","1.770","25632","4349","1158","1838","955","1.83","2742940",
"statistics","done","","chain","sat-like","20","true","true","simple_lbs-2.pnml","32","45","252","0","tg,bs,hf","0.010","32","45","690","690","0.080","832","842","436","894","766","0.10","2888920",
"performance","ootime","killed","chain","sat-like","20","true","true","5-100_phaseVariation.pnml","77","677","4685","0","tg,bs,hf","0.360","77","677","","","","","","","","","1794.97","3349092","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","SwimmingPool-8.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1779.65","3941120","","","","","","",
"statistics","done","","chain","sat-like","20","true","true","closed_system1.pnml","231","202","846","0","tg,bs,hf","0.080","231","202","6653","6653","1.130","25632","4349","1158","1838","955","1.57","2893916","4833","34577","79906","239","1342382","2019940",
"statistics","done","","chain-prev","sat-like","20","true","true","erk-000100.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","2222","2222","500.740","15914114086","26361","61250","58984","14522386","501.06","3939060","379861","3084210","15085165","49386","656316460","820821937",
"performance","ootime","killed","chain","sat-like","20","true","true","philo_dyn-3-unfolded.pnml","30","84","564","0","tg,bs,hf","0.010","30","84","","","","","","","","","1796.19","3680244","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","MAPK-40.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","12030","12030","752.720","478293389221095","24492","25435","20770","128280","752.74","3939460",
"performance","oomem","mddtable","bfs-prev","sat-like","20","true","true","unf-8x8-4stageSEN-20.pnml","168","592","3456","0","tg,bs,hf","0.220","168","592","","","","","","","","","600.15","3946612","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","BridgeAndVehicles-V20-P10-N50-unfolded.pnml","108","2228","17190","0","tg,bs,hf","6.290","108","2228","","","","","","","","","1797.11","3140148","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","Peterson-7.pnml","1992","3096","9584","0","tg,bs,hf","1.710","1992","3096","","","","","","","","","1795.47","3074532","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","2D8_gradient_20x20_50.pnml","400","2964","5928","0","tg,bs,hf","0.310","400","2964","","","","","","","","","1790.01","3958184","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","RAS-R-2.pnml","8","6","20","0","tg,bs,hf","0.000","8","6","24","24","0.000","8","19","40","50","28","0.01","1186636",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","SwimmingPool-10.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1777.86","3941140","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","echo-d4r3.pnml","1019","850","6340","0","tg,bs,hf","0.590","1019","850","","","","","","","","","1797.05","3362112","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","BridgeAndVehicles-V50-P20-N50-unfolded.pnml","168","5408","42330","0","tg,bs,hf","39.490","168","5408","","","","","","","","","1796.58","3491160","","","","","","",
"statistics","done","","bfs","sat-like","20","true","true","Vasy2003.pnml","485","776","2809","485","tg,bs,hf","1.180","485","776","70300","70300","90.020","9.7947391476109e+21","55228","4038","2760","2694","91.59","3008640","290839","9251187","2491379","866","200292749","140564350",
"performance","done","","chain","sat-like","20","true","true","shared_memory-pt-5.pnml","41","55","200","0","tg,bs,hf","0.000","41","55","216","216","0.010","1863","464","390","539","340","0.02","2883616",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-LF-S02-J06-T08-unfolded.pnml","690","1434","6564","0","tg,bs,hf","0.890","690","1434","","","","","","","","","1793.82","3927524","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","raft_10.pnml","508","868","3359","508","tg,bs,hf","0.290","508","868","","","","","","","","","1782.36","3947528","","","","","","",
"performance","sigsegfault","","bfs","sat-like","20","true","true","rwmutex-r2000w10.pnml","6020","4020","52040","0","tg,bs,hf","70.370","6020","4020","","","","","","","","","169.99","3933332","","","","","","",
"performance","oomem","mddtable","bfs","sat-like","20","true","true","30-10_phaseVariation.pnml","2702","30977","215035","0","tg,bs,hf","1195.700","2702","30977","","","","","","","","","1281.56","1994972","","","","","","",
"performance","oomem","mddtable","chain-prev","sat-like","20","true","true","2D8_gradient_20x20_50.pnml","400","2964","5928","0","tg,bs,hf","0.280","400","2964","","","","","","","","","755.02","3958160","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-LF-S06-J06-T04-unfolded.pnml","506","7154","59824","0","tg,bs,hf","177.890","506","7154","","","","","","","","","1796.91","3736592","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","erk-010000.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","1795.53","3939076","","","","","","",
"statistics","done","","chain-prev","sat-like","20","true","true","circadian_clock-000100.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","3264","3264","16.870","42040402004","1018","8024","4064","1062924","16.88","3210116",
"performance","done","","bfs-prev","sat-like","20","true","true","5-10_phaseVariation.pnml","77","677","4685","0","tg,bs,hf","0.360","77","677","16750","16750","98.920","476429500890","33465","27556","41685","161242","99.36","3826300",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-LF-S04-J06-T06-unfolded.pnml","618","3190","21570","0","tg,bs,hf","14.340","618","3190","","","","","","","","","1797.02","3624584","","","","","","",
"statistics","ootime","killed","chain","sat-like","20","true","true","Peterson-4.pnml","480","690","2120","0","tg,bs,hf","0.090","480","690","","","","","","","","","1781.18","3090312","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","rwmutex-r10w2000.pnml","4030","4020","48060","0","tg,bs,hf","80.300","4030","4020","411786","411786","422.670","3024","21592","96120","136126","4100060","514.74","3254564",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","2D8_gradient_5x5_350.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","","","","","","","","","1787.19","3941932","","","","","","",
"performance","error","badmodel","chain-prev","sat-like","20","true","true","parking_4_32.pnml","529","785","2329","","","","","","","","","","","","","","0.01","88","","","","","","",
"statistics","ootime","killed","chain-prev","sat-like","20","true","true","circadian_clock-001000.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","","","","","","","","","1782.49","3941572","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","Peterson-6.pnml","1330","2030","6272","0","tg,bs,hf","0.910","1330","2030","","","","","","","","","1795.65","3961804","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","circadian_clock-000001.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","224","224","0.010","128","28","104","104","60","0.02","2886200",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","Kanban-500.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1761.71","3941304","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","shared_memory-pt-50.pnml","2651","5050","20000","0","tg,bs,hf","18.200","2651","5050","","","","","","","","","1796.86","3368764","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","angiogenesis-05.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","3540","3540","4.620","42734935","11992","2999","2744","4011","4.63","2929908",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","5-100_phaseVariation.pnml","77","677","4685","0","tg,bs,hf","0.360","77","677","","","","","","","","","1778.28","3947132","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","RAS-C-3.pnml","18","12","48","0","tg,bs,hf","0.000","18","12","156","156","0.000","92","55","96","132","98","0.01","2765844",
"performance","done","","bfs","sat-like","20","true","true","CircularTrain-096.pnml","192","96","384","0","tg,bs,hf","0.010","192","96","21500","21500","9.350","2.59130027829661e+21","16297","896","1102","928","9.37","2912124",
"performance","done","","bfs","sat-like","20","true","true","rwmutex-r10w2000.pnml","4030","4020","48060","0","tg,bs,hf","112.040","4030","4020","411864","411864","536.970","3024","21592","96120","136126","4100060","659.46","3243824",
"performance","done","","bfs","sat-like","20","true","true","2D8_gradient_5x5_50.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","12954","12954","673.340","1.75295157137163e+19","30600","205200","198288","190944","673.35","3517980",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","rwmutex-r1000w10.pnml","3020","2020","26040","0","tg,bs,hf","15.950","3020","2020","","","","","","","","","1795.89","2985720","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","lamport_fmea-6.pnml","217","420","1834","0","tg,bs,hf","0.070","217","420","","","","","","","","","1793.54","3944748","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","CircularTrain-768.pnml","1536","768","3072","0","tg,bs,hf","0.120","1536","768","","","","","","","","","1795.30","3952704","","","","","","",
