"type","status","status-spec","order","saturation","sat-granularity","filename","filetype","regroup-strategy","regroup-time","bandwidth","profile","span","average-wavefront","RMS-wavefront","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","LDDop-union","LDDop-minus","LDDop-relProd","LDDop-satCount","LDDop-satCountL","LDDop-zip","LDDop-relProdUnion","LDDop-projectMinus",
"performance","done","","bfs","none","","protocols.5","dve2C","tg,bs,hf","0.000","","","","","","16","18","1908","1908","1.800","996345","9662","537","277","1223","1.81","2919472","","","","","","","","",
"performance","ootime","explore","bfs","none","","lifts.8","dve2C","tg,bs,hf","0.020","","","","","","36","267","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","rether.5","dve2C","tg,bs,hf","0.010","","","","","","47","156","58032","58032","230.100","3017044","375781","2210","12632","53159","230.24","3354464","","","","","","","","",
"performance","done","","chain","none","","leader_election.2","dve2C","tg,bs,hf","0.000","","","","","","91","95","6460","6460","1.050","28720","7830","3463","4754","4903","1.06","2895508","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","firewire_link.7","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.21","13656","","","","","","","","",
"performance","done","","bfs","none","","public_subscribe.2","dve2C","tg,bs,hf","0.000","","","","","","26","124","16368","16368","58.000","1846603","43501","506","9600","18411","58.02","3188644","","","","","","","","",
"performance","error","boostperm","bfs","none","","elevator_planning.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","chain-prev","none","","at.3","dve2C","tg,bs,hf","0.000","","","","","","12","57","2223","2223","6.380","1711620","29281","310","1018","2976","6.39","2948288","","","","","","","","",
"performance","done","","chain-prev","none","","fischer.1","dve2C","tg,bs,hf","0.000","","","","","","8","19","209","209","0.000","634","244","101","232","392","0.01","2841576","","","","","","","","",
"performance","done","","bfs","none","","lamport_nonatomic.1","dve2C","tg,bs,hf","0.000","","","","","","18","147","5586","5586","0.300","20434","469","500","3326","6168","0.31","2895300","","","","","","","","",
"performance","done","","bfs-prev","none","","lifts.5","dve2C","tg,bs,hf","0.010","","","","","","29","201","23517","23517","19.540","191567","42281","3210","41359","102786","19.59","2936708","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","public_subscribe.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","error","boostperm","bfs","none","","telephony.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","chain-prev","none","","elevator2.3","dve2C","tg,bs,hf","0.000","","","","","","20","23","1334","1334","1.220","7667712","738","920","1045","865649","1.22","2911296","","","","","","","","",
"performance","done","","bfs","none","","synapse.2","dve2C","tg,bs,hf","0.010","","","","","","22","149","6109","6109","2.130","61048","9284","1420","8544","28636","2.15","2899412","","","","","","","","",
"performance","ootime","explore","bfs-prev","none","","peg_solitaire.2","dve2C","tg,bs,hf","1.370","","","","","","51","140","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","none","","krebs.4","dve2C","tg,bs,hf","0.000","","","","","","20","22","1342","1342","10.610","1047405","43172","23783","26082","313471","10.63","2993236","","","","","","","","",
"statistics","done","","bfs","none","","rether.3","dve2C","tg,bs,hf","0.020","424","79995","87810","35.2048","38.0235","35","111","33522","33522","73.750","305334","55102","1191","5513","16929","73.90","3116664","17467716","143971374","2711820","953","","","173918602",
"performance","done","","bfs-prev","none","","cyclic_scheduler.3","dve2C","tg,bs,hf","0.000","","","","","","52","78","7020","7020","0.160","229374","373","358","736","577","0.16","2891320","","","","","","","","",
"performance","done","","bfs-prev","none","","peg_solitaire.5","dve2C","tg,bs,hf","1.380","","","","","","51","140","2240","2240","38.470","84191","28006","765152","3920840","11786740","40.26","3375536","","","","","","","","",
"statistics","ootime","explore","chain","none","","peg_solitaire.2","dve2C","tg,bs,hf","11.250","7329","27341239","28329271","270.45765","273.86277","51","140","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","none","","lifts.7","dve2C","tg,bs,hf","0.020","","","","","","36","267","24564","24564","166.870","5126781","168026","5591","62527","160878","166.97","3277076","","","","","","","","",
"performance","error","boostperm","chain","none","","szymanski.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs-prev","none","","lann.5","dve2C","tg,bs,hf","0.000","","","","","","36","54","3888","3888","1.280","993914","2666","293","641","1002","1.29","2905504","","","","","","","","",
"performance","done","","chain-prev","none","","collision.4","dve2C","tg,bs,hf","0.000","","","","","","22","53","3127","3127","54.870","41465543","6175","492","1063","2038","54.87","3351816","","","","","","","","",
"performance","done","","bfs","none","","needham.3","dve2C","tg,bs,hf","0.000","","","","","","24","111","3219","3219","1.070","206925","7861","643","2227","5688","1.09","2901380","","","","","","","","",
"performance","error","boostperm","chain","none","","elevator_planning.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","ootime","explore","bfs","none","","collision.6","dve2C","tg,bs,hf","0.000","","","","","","26","64","","","","","","","","","","","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","bakery.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","ootime","explore","bfs","none","","iprotocol.5","dve2C","tg,bs,hf","0.000","","","","","","37","35","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","msmie.4","dve2C","tg,bs,hf","0.020","","","","","","28","450","28350","28350","1.870","7125441","2737","2836","14657","45470","1.91","2903636","","","","","","","","",
"statistics","done","","bfs-prev","none","","fischer.1","dve2C","tg,bs,hf","0.000","40","906","1040","6.984","7.354","8","19","342","342","0.010","634","244","101","232","392","0.09","2892960","280","5571","2436","9758","3222","100","","","10531",
"performance","error","boostperm","bfs","none","","frogs.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","error","boostperm","bfs","none","","plc.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","4944","","","","","","","","",
"performance","done","","bfs","none","","collision.2","dve2C","tg,bs,hf","0.000","","","","","","14","31","2046","2046","0.180","12661","226","206","438","630","0.18","2892904","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","elevator_planning.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","done","","chain","none","","fischer.5","dve2C","tg,bs,hf","0.000","","","","","","16","43","2666","2666","83.670","101028339","10904","275","700","281665","83.68","3445916","","","","","","","","",
"performance","error","boostperm","chain","none","","leader_filters.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","error","boostperm","chain","none","","bakery.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"statistics","done","","bfs","none","","lup.4","dve2C","tg,bs,hf","0.020","487","92523","93997","6.98171","7.04125","12","120","16800","16800","133.630","7479540","9687","11881","582240","448776000","133.93","3216936","18145792","15507629","474243","12009","","","4646926",
"performance","ootime","explore","bfs","none","","firewire_link.6","dve2C","tg,bs,hf","0.110","","","","","","49","614","","","","","","","","","","","","","","","","","","",
"performance","ootime","explore","chain-prev","none","","anderson.5","dve2C","tg,bs,hf","0.000","","","","","","16","30","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","none","","needham.1","dve2C","tg,bs,hf","0.000","","","","","","14","55","880","880","0.020","497","322","370","1325","2057","0.02","2892968","","","","","","","","",
"performance","error","boostperm","chain","none","","leader_filters.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","bfs","none","","pgm_protocol.5","dve2C","tg,bs,hf","0.020","","","","","","124","120","53880","53880","126.820","382731","221294","6987","29105","80648","126.93","3203000","","","","","","","","",
"performance","done","","bfs","none","","sorter.3","dve2C","tg,bs,hf","0.000","","","","","","26","58","15834","15834","8.980","1288478","17645","436","1537","6972","9.00","2995468","","","","","","","","",
"performance","done","","bfs-prev","none","","elevator2.1","dve2C","tg,bs,hf","0.000","","","","","","11","14","476","476","0.020","1728","156","205","235","831","0.02","2892872","","","","","","","","",
"performance","done","","bfs","none","","krebs.3","dve2C","tg,bs,hf","0.000","","","","","","19","16","1616","1616","9.270","238876","25296","18610","18186","202697","9.29","2961344","","","","","","","","",
"performance","done","","chain-prev","none","","brp2.1","dve2C","tg,bs,hf","0.000","","","","","","19","33","4125","4125","1.280","42285","27630","3911","6343","15670","1.29","2899132","","","","","","","","",
"performance","error","boostperm","chain","none","","rushhour.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","3864","","","","","","","","",
"performance","done","","chain-prev","none","","rether.7","dve2C","tg,bs,hf","0.010","","","","","","55","186","38316","38316","306.430","4789409","796758","3149","20634","99916","306.69","3622944","","","","","","","","",
"performance","ootime","explore","bfs","none","","peg_solitaire.6","dve2C","tg,bs,hf","0.340","","","","","","38","96","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","none","","lifts.2","dve2C","tg,bs,hf","0.010","","","","","","22","135","3510","3510","0.280","2664","3557","918","11223","15998","0.30","2893260","","","","","","","","",
"performance","done","","bfs-prev","none","","pgm_protocol.4","dve2C","tg,bs,hf","0.020","","","","","","122","120","47880","47880","10.280","39832","58129","4941","17699","36106","10.33","2934660","","","","","","","","",
"performance","done","","chain-prev","none","","iprotocol.5","dve2C","tg,bs,hf","0.000","","","","","","37","35","4690","4690","80.210","31071582","282190","4556","16203","84428","80.31","3441916","","","","","","","","",
"performance","error","boostperm","bfs","none","","bakery.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","bfs","none","","elevator.2","dve2C","tg,bs,hf","0.000","","","","","","24","32","1504","1504","0.410","2825","2750","529","909","1944","0.42","2892964","","","","","","","","",
"statistics","error","boostperm","bfs","none","","frogs.2","dve2C","tg,bs,hf","","165","5946","5780","3.9639","3.9743","","","","","","","","","","","0.00","88","","","","","","","","",
"statistics","done","","bfs","none","","msmie.1","dve2C","tg,bs,hf","0.000","208","18782","20007","14.577","15.395","11","85","3570","3570","0.060","2334","326","410","1850","3628","0.17","2893080","35164","137003","4506","183","","","145589",
"statistics","done","","bfs-prev","none","","mcs.6","dve2C","tg,bs,hf","0.000","157","7164","8295","12.024","12.92","21","65","2015","2015","0.450","332544","3170","232","921","1260","0.55","2899236","15734","337007","64086","851716","66023","212","","","476359",
"performance","done","","bfs","none","","blocks.2","dve2C","tg,bs,hf","0.000","","","","","","14","20","380","380","0.430","7057","2716","734","1052","3477","0.43","2892948","","","","","","","","",
"performance","done","","bfs-prev","none","","lifts.4","dve2C","tg,bs,hf","0.010","","","","","","29","201","23517","23517","8.080","112792","26528","2871","31857","59969","8.10","2916168","","","","","","","","",
"performance","done","","chain-prev","none","","peterson.7","dve2C","tg,bs,hf","0.000","","","","","","25","35","3185","3185","90.360","142471098","64853","5334","5534","159088","90.38","3673220","","","","","","","","",
"performance","done","","chain","none","","cambridge.3","dve2C","tg,bs,hf","0.000","","","","","","20","56","1680","1680","0.480","18138","3737","4810","5534","26221","0.49","2895016","","","","","","","","",
"performance","done","","bfs","none","","lifts.6","dve2C","tg,bs,hf","0.020","","","","","","36","267","57672","57672","70.440","333649","90593","5438","60896","144834","70.50","3015008","","","","","","","","",
"performance","done","","bfs","none","","collision.1","dve2C","tg,bs,hf","0.000","","","","","","14","31","1767","1767","0.100","5593","242","187","415","513","0.11","2892912","","","","","","","","",
"statistics","done","","chain","none","","iprotocol.5","dve2C","tg,bs,hf","0.000","114","7573","8578","10.371","11.082","37","35","4690","4690","136.600","31071582","282190","4556","16203","84428","136.71","3398948","86605761","344663848","11549895","5685","","","245290326",
"performance","done","","bfs","none","","peterson.2","dve2C","tg,bs,hf","0.000","","","","","","15","21","1092","1092","0.240","124704","532","257","333","1923","0.24","2894896","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","brp.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","error","boostperm","bfs","none","","telephony.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","chain","none","","collision.1","dve2C","tg,bs,hf","0.000","","","","","","14","31","713","713","0.050","5593","242","187","415","513","0.05","2892872","","","","","","","","",
"performance","done","","bfs-prev","none","","anderson.4","dve2C","tg,bs,hf","0.000","","","","","","13","24","1944","1944","0.260","29641","2780","480","619","1340","0.27","2894920","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","szymanski.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs","none","","reader_writer.1","dve2C","tg,bs,hf","0.000","","","","","","18","62","744","744","0.010","2666","155","394","696","715","0.01","2891012","","","","","","","","",
"performance","done","","chain","none","","pouring.1","dve2C","tg,bs,hf","0.810","","","","","","4","2018","14126","14126","0.140","503","345","6584","165618","367994","1.00","2909352","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","rushhour.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.02","3356","","","","","","","","",
"performance","error","boostperm","bfs","none","","production_cell.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","done","","chain-prev","none","","lamport_nonatomic.3","dve2C","tg,bs,hf","0.010","","","","","","18","147","1764","1764","0.190","36983","481","502","3378","6498","0.20","2893216","","","","","","","","",
"performance","error","boostperm","chain","none","","loyd.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","84","","","","","","","","",
"performance","done","","bfs-prev","none","","bridge.3","dve2C","tg,bs,hf","0.000","","","","","","14","81","4212","4212","4.340","838864","54244","5338","15241","204567","4.37","2919644","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","frogs.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","ootime","explore","chain","none","","peg_solitaire.3","dve2C","tg,bs,hf","3.890","","","","","","51","240","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","none","","phils.5","dve2C","tg,bs,hf","0.010","","","","","","24","48","720","720","0.030","531440","190","168","257","240","0.04","2893032","","","","","","","","",
"performance","done","","bfs-prev","none","","blocks.2","dve2C","tg,bs,hf","0.000","","","","","","14","20","380","380","0.170","7057","2716","734","1052","3477","0.19","2892976","","","","","","","","",
"performance","done","","chain-prev","none","","pgm_protocol.7","dve2C","tg,bs,hf","0.010","","","","","","124","120","25080","25080","10.610","322585","99880","5309","21071","52214","10.67","2938764","","","","","","","","",
"performance","ootime","explore","chain","none","","leader_filters.6","dve2C","tg,bs,hf","0.000","","","","","","28","50","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","lup.2","dve2C","tg,bs,hf","0.000","","","","","","10","96","9216","9216","6.700","495720","4017","6731","193536","23796864","6.72","2915616","","","","","","","","",
"performance","done","","bfs","none","","brp2.5","dve2C","tg,bs,hf","0.000","","","","","","19","33","9537","9537","26.850","298111","105317","13285","18762","50391","26.89","2979012","","","","","","","","",
"performance","done","","chain","none","","anderson.2","dve2C","tg,bs,hf","0.000","","","","","","10","18","378","378","0.040","1459","571","247","349","618","0.04","2892816","","","","","","","","",
"performance","done","","chain-prev","none","","production_cell.4","dve2C","tg,bs,hf","0.000","","","","","","20","36","1368","1368","1.270","340685","6881","350","746","2946","1.28","2907304","","","","","","","","",
"performance","done","","chain","none","","pgm_protocol.3","dve2C","tg,bs,hf","0.010","","","","","","124","120","37320","37320","38.450","200453","121657","6466","21336","58317","38.50","2951036","","","","","","","","",
"performance","done","","chain-prev","none","","protocols.4","dve2C","tg,bs,hf","0.000","","","","","","16","18","720","720","0.210","439245","3884","417","237","953","0.21","2892852","","","","","","","","",
"performance","done","","bfs-prev","none","","iprotocol.4","dve2C","tg,bs,hf","0.000","","","","","","33","35","5880","5880","15.820","3290916","56487","2274","7596","24456","15.84","3009764","","","","","","","","",
"performance","done","","bfs-prev","none","","cambridge.6","dve2C","tg,bs,hf","0.010","","","","","","42","56","14504","14504","49.810","3354295","32538","46691","77262","1541819","49.87","3097816","","","","","","","","",
"performance","done","","bfs-prev","none","","anderson.4","dve2C","tg,bs,hf","0.000","","","","","","13","24","1944","1944","0.240","29641","2780","480","619","1340","0.25","2894900","","","","","","","","",
"performance","done","","bfs","none","","peterson.5","dve2C","tg,bs,hf","0.000","","","","","","20","28","2660","2660","15.470","131064750","10285","798","762","28983","15.48","3066960","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","bakery.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","chain-prev","none","","lann.4","dve2C","tg,bs,hf","0.000","","","","","","30","45","765","765","2.400","966855","30615","393","712","1470","2.42","2919636","","","","","","","","",
"performance","done","","chain-prev","none","","rether.3","dve2C","tg,bs,hf","0.010","","","","","","35","111","16539","16539","21.610","305334","55102","1191","5513","16929","21.64","2971092","","","","","","","","",
"statistics","done","","bfs-prev","none","","pgm_protocol.2","dve2C","tg,bs,hf","0.110","712","222775","253027","40.99184","44.76142","122","120","44040","44040","6.100","17096","40453","4156","14014","21003","6.47","2916404","41930","884093","292532","9968978","603455","4061","","","12248950",
"performance","ootime","explore","chain","none","","adding.3","dve2C","tg,bs,hf","0.000","","","","","","5","6","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","leader_election.6","dve2C","tg,bs,hf","0.020","","","","","","235","171","37962","37962","53.480","35777100","20055","8989","8763","7540","53.52","3212556","","","","","","","","",
"performance","ootime","explore","chain","none","","adding.3","dve2C","tg,bs,hf","0.000","","","","","","5","6","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","none","","cambridge.3","dve2C","tg,bs,hf","0.000","","","","","","20","56","3472","3472","0.630","18138","3737","4810","5534","26221","0.64","2897040","","","","","","","","",
"performance","done","","chain","none","","lann.5","dve2C","tg,bs,hf","0.000","","","","","","36","54","1350","1350","0.320","993914","2666","293","641","1002","0.34","2895120","","","","","","","","",
"performance","done","","bfs","none","","exit.2","dve2C","tg,bs,hf","0.000","","","","","","28","89","1869","1869","0.680","33670","3289","656","5116","21106","0.70","2897176","","","","","","","","",
"performance","done","","bfs-prev","none","","mcs.1","dve2C","tg,bs,hf","0.000","","","","","","13","39","1911","1911","0.120","7963","964","207","620","918","0.12","2890860","","","","","","","","",
"performance","error","boostperm","bfs","none","","telephony.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","84","","","","","","","","",
"performance","done","","bfs","none","","msmie.3","dve2C","tg,bs,hf","0.010","","","","","","20","251","12801","12801","0.510","134844","1267","1386","7043","16538","0.52","2895880","","","","","","","","",
"performance","done","","chain-prev","none","","elevator.3","dve2C","tg,bs,hf","0.000","","","","","","38","52","2964","2964","16.410","416935","156712","1605","3030","15660","16.46","2981424","","","","","","","","",
"statistics","ootime","explore","bfs","none","","lifts.7","dve2C","tg,bs,hf","0.100","1077","436473","454291","44.85562","49.18471","36","267","","","","","","","","","","","","","","","","","","",
"statistics","done","","bfs-prev","none","","at.6","dve2C","tg,bs,hf","0.000","201","12098","13448","15.275","16.414","14","71","6745","6745","141.860","160589600","543921","418","1356","19295","142.13","3834656","1279426","142673050","46692250","225448013","40676276","385","","","119521868",
"performance","done","","chain","none","","blocks.2","dve2C","tg,bs,hf","0.000","","","","","","14","20","220","220","0.310","7057","2716","734","1052","3477","0.31","2892972","","","","","","","","",
"statistics","error","boostperm","bfs-prev","none","","telephony.2","dve2C","tg,bs,hf","","243","23767","25708","15.323","16.256","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","chain-prev","none","","pouring.2","dve2C","tg,bs,hf","0.600","","","","","","7","1724","10344","10344","1.580","51624","78","6896","35512","177564","2.24","2911304","","","","","","","","",
"performance","done","","bfs","none","","firewire_link.2","dve2C","tg,bs,hf","0.050","","","","","","35","412","53148","53148","4.990","55887","5113","1551","80141","122268","5.06","2907808","","","","","","","","",
"performance","done","","bfs-prev","none","","rether.4","dve2C","tg,bs,hf","0.000","","","","","","43","133","37905","37905","81.550","1157052","185931","1832","8690","22214","81.62","3094180","","","","","","","","",
"performance","done","","chain-prev","none","","bopdp.3","dve2C","tg,bs,hf","0.000","","","","","","26","79","3634","3634","2.090","1040953","5313","360","3359","5329","2.10","2909656","","","","","","","","",
"statistics","done","","chain","none","","lamport.2","dve2C","tg,bs,hf","0.000","71","3462","3962","10.906","11.927","11","42","1302","1302","1.150","110920","3071","229","725","1533","1.27","2901204","1429656","1899296","108398","225","","","1730797",
"performance","done","","bfs-prev","none","","blocks.2","dve2C","tg,bs,hf","0.000","","","","","","14","20","380","380","0.170","7057","2716","734","1052","3477","0.18","2892976","","","","","","","","",
"performance","done","","chain","none","","rether.1","dve2C","tg,bs,hf","0.000","","","","","","19","51","2244","2244","0.260","2458","1408","371","1476","2051","0.27","2892980","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","plc.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.02","5468","","","","","","","","",
"performance","error","boostperm","bfs","none","","szymanski.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","chain","none","","collision.4","dve2C","tg,bs,hf","0.000","","","","","","22","53","3127","3127","36.690","41465543","6175","492","1063","2038","36.70","3110144","","","","","","","","",
"performance","done","","chain-prev","none","","iprotocol.5","dve2C","tg,bs,hf","0.000","","","","","","37","35","4690","4690","81.820","31071582","282190","4556","16203","84428","81.93","3439872","","","","","","","","",
"performance","ootime","explore","chain-prev","none","","lann.8","dve2C","tg,bs,hf","0.000","","","","","","25","50","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","fischer.5","dve2C","tg,bs,hf","0.000","","","","","","16","43","4644","4644","22.720","101028339","10904","275","700","281665","22.74","3189948","","","","","","","","",
"performance","done","","bfs","none","","bopdp.3","dve2C","tg,bs,hf","0.000","","","","","","26","79","10586","10586","3.090","1040953","5313","360","3359","5329","3.09","2915848","","","","","","","","",
"performance","done","","bfs-prev","none","","sorter.2","dve2C","tg,bs,hf","0.000","","","","","","23","42","5670","5670","0.120","7592","1069","245","875","2101","0.13","2893000","","","","","","","","",
"performance","done","","bfs","none","","leader_election.2","dve2C","tg,bs,hf","0.000","","","","","","91","95","19570","19570","3.530","28720","7830","3463","4754","4903","3.55","2913912","","","","","","","","",
"performance","error","boostperm","bfs","none","","elevator_planning.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","ootime","explore","bfs-prev","none","","peg_solitaire.6","dve2C","tg,bs,hf","0.360","","","","","","38","96","","","","","","","","","","","","","","","","","","",
"performance","ootime","explore","bfs-prev","none","","peg_solitaire.2","dve2C","tg,bs,hf","1.310","","","","","","51","140","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","none","","protocols.5","dve2C","tg,bs,hf","0.000","","","","","","16","18","1908","1908","2.360","996345","9662","537","277","1223","2.37","2919472","","","","","","","","",
"performance","done","","bfs-prev","none","","sokoban.2","dve2C","tg,bs,hf","0.000","","","","","","64","9","900","900","72.710","761633","28626","147462","229026","6093097","72.78","3796084","","","","","","","","",
"performance","done","","chain-prev","none","","exit.3","dve2C","tg,bs,hf","0.000","","","","","","28","89","1246","1246","2.650","2356294","26805","1613","9411","64614","2.67","2913568","","","","","","","","",
"performance","done","","bfs-prev","none","","needham.4","dve2C","tg,bs,hf","0.010","","","","","","28","147","4998","4998","7.210","6525019","43569","835","2934","8029","7.24","2948648","","","","","","","","",
"performance","done","","bfs","none","","lifts.5","dve2C","tg,bs,hf","0.010","","","","","","29","201","23517","23517","23.190","191567","42281","3210","41359","102786","23.24","2955140","","","","","","","","",
"performance","done","","chain","none","","leader_filters.6","dve2C","tg,bs,hf","0.000","","","","","","28","50","2000","2000","354.090","220913716","603274","2940","6054","304328","354.27","3837552","","","","","","","","",
"performance","done","","chain","none","","anderson.4","dve2C","tg,bs,hf","0.000","","","","","","13","24","816","816","0.490","29641","2780","480","619","1340","0.50","2894912","","","","","","","","",
"performance","done","","bfs","none","","schedule_world.3","dve2C","tg,bs,hf","0.010","","","","","","34","50","1150","1150","24.690","166649331","7435","487","475","729","24.71","3129300","","","","","","","","",
"performance","done","","bfs","none","","lifts.5","dve2C","tg,bs,hf","0.010","","","","","","29","201","23517","23517","22.950","191567","42281","3210","41359","102786","22.99","2955076","","","","","","","","",
"performance","done","","bfs","none","","bridge.1","dve2C","tg,bs,hf","0.000","","","","","","10","41","984","984","0.130","3186","1484","798","2898","9948","0.15","2892976","","","","","","","","",
"performance","done","","chain-prev","none","","anderson.2","dve2C","tg,bs,hf","0.000","","","","","","10","18","378","378","0.030","1459","571","247","349","618","0.03","2892824","","","","","","","","",
"performance","error","boostperm","bfs","none","","firewire_tree.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.05","10636","","","","","","","","",
"performance","done","","bfs","none","","leader_filters.6","dve2C","tg,bs,hf","0.000","","","","","","28","50","4300","4300","116.900","220913716","603274","2940","6054","304328","117.07","3749060","","","","","","","","",
"performance","error","boostperm","bfs","none","","frogs.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","chain-prev","none","","elevator.3","dve2C","tg,bs,hf","0.000","","","","","","38","52","2964","2964","18.850","416935","156712","1605","3030","15660","18.90","2981100","","","","","","","","",
"performance","done","","chain","none","","cyclic_scheduler.4","dve2C","tg,bs,hf","0.000","","","","","","36","54","1890","1890","0.060","473414","359","273","525","487","0.08","2893128","","","","","","","","",
"performance","done","","bfs","none","","phils.6","dve2C","tg,bs,hf","0.000","","","","","","30","60","2580","2580","0.170","14348906","245","210","321","300","0.17","2895140","","","","","","","","",
"performance","ootime","explore","bfs","none","","public_subscribe.5","dve2C","tg,bs,hf","0.000","","","","","","36","185","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","none","","peterson.2","dve2C","tg,bs,hf","0.000","","","","","","15","21","1092","1092","0.200","124704","532","257","333","1923","0.20","2894896","","","","","","","","",
"performance","done","","bfs","none","","bopdp.2","dve2C","tg,bs,hf","0.010","","","","","","24","79","10112","10112","0.670","25685","1040","332","3479","5294","0.68","2897192","","","","","","","","",
"performance","done","","chain","none","","brp2.3","dve2C","tg,bs,hf","0.000","","","","","","19","33","4059","4059","2.890","40184","26573","3700","6038","15031","2.90","2901168","","","","","","","","",
"performance","done","","chain-prev","none","","blocks.2","dve2C","tg,bs,hf","0.000","","","","","","14","20","220","220","0.200","7057","2716","734","1052","3477","0.20","2892972","","","","","","","","",
"performance","done","","chain","none","","msmie.3","dve2C","tg,bs,hf","0.010","","","","","","20","251","6024","6024","0.440","134844","1267","1386","7043","16538","0.46","2895808","","","","","","","","",
"performance","error","boostperm","chain","none","","plc.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.02","4936","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","public_subscribe.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","2576","","","","","","","","",
"performance","done","","bfs","none","","leader_election.2","dve2C","tg,bs,hf","0.000","","","","","","91","95","19570","19570","4.250","28720","7830","3463","4754","4903","4.27","2913960","","","","","","","","",
"performance","done","","bfs","none","","peterson.6","dve2C","tg,bs,hf","0.000","","","","","","20","28","2268","2268","41.310","174495861","64009","865","536","30916","41.33","3390552","","","","","","","","",
"performance","ootime","explore","bfs-prev","none","","cambridge.7","dve2C","tg,bs,hf","0.020","","","","","","52","58","","","","","","","","","","","","","","","","","","",
