"type","status","status-spec","order","saturation","sat-granularity","filename","filetype","regroup-strategy","regroup-time","bandwidth","profile","span","average-wavefront","RMS-wavefront","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","LDDop-union","LDDop-minus","LDDop-relProd","LDDop-satCount","LDDop-satCountL","LDDop-zip","LDDop-relProdUnion","LDDop-projectMinus",
"performance","error","boostperm","bfs-prev","none","","plc.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.02","5200","","","","","","","","",
"performance","error","boostperm","chain","none","","driving_phils.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","done","","chain-prev","none","","lamport_nonatomic.4","dve2C","tg,bs,hf","0.010","","","","","","24","244","3904","3904","5.270","1257304","4075","869","5791","13740","5.30","2920296","","","","","","","","",
"performance","done","","chain-prev","none","","bopdp.1","dve2C","tg,bs,hf","0.000","","","","","","26","79","1975","1975","0.250","12642","2429","338","3351","5285","0.25","2893088","","","","","","","","",
"performance","ootime","explore","chain","none","","brp2.6","dve2C","tg,bs,hf","0.000","","","","","","19","33","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","none","","lamport_nonatomic.5","dve2C","tg,bs,hf","0.030","","","","","","30","365","29200","29200","175.620","95118524","46765","1340","9066","25787","175.68","3676848","","","","","","","","",
"performance","done","","chain","none","","synapse.2","dve2C","tg,bs,hf","0.010","","","","","","22","149","3129","3129","1.220","61048","9284","1420","8544","28636","1.23","2897324","","","","","","","","",
"performance","done","","chain","none","","phils.4","dve2C","tg,bs,hf","0.000","","","","","","19","54","378","378","0.130","340789","1655","414","489","882","0.14","2892976","","","","","","","","",
"performance","done","","chain-prev","none","","fischer.3","dve2C","tg,bs,hf","0.000","","","","","","14","37","1554","1554","9.320","2896705","3549","218","531","16759","9.33","2969016","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","firewire_link.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.06","7368","","","","","","","","",
"performance","done","","bfs-prev","none","","collision.4","dve2C","tg,bs,hf","0.000","","","","","","22","53","8904","8904","41.070","41465543","6175","492","1063","2038","41.08","3398924","","","","","","","","",
"performance","done","","bfs","none","","reader_writer.1","dve2C","tg,bs,hf","0.000","","","","","","18","62","744","744","0.010","2666","155","394","696","715","0.02","2893056","","","","","","","","",
"statistics","done","","bfs","none","","leader_filters.2","dve2C","tg,bs,hf","0.000","106","5165","5973","14.993","16.622","21","30","1170","1170","0.290","29284","3114","688","1388","3112","0.39","2895028","232246","591780","30599","570","","","395038",
"performance","ootime","explore","bfs","none","","public_subscribe.5","dve2C","tg,bs,hf","0.000","","","","","","36","185","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","fischer.4","dve2C","tg,bs,hf","0.000","","","","","","16","43","1290","1290","1.520","1272254","10552","261","670","79336","1.53","2905276","","","","","","","","",
"performance","error","boostperm","chain","none","","elevator_planning.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","bfs-prev","none","","peterson.6","dve2C","tg,bs,hf","0.000","","","","","","20","28","2268","2268","25.670","174495861","64009","865","536","30916","25.70","3277920","","","","","","","","",
"performance","done","","bfs-prev","none","","anderson.8","dve2C","tg,bs,hf","0.000","","","","","","22","42","10332","10332","102.360","538699029","199107","1773","2089","6272","102.44","3691724","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","public_subscribe.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","chain","none","","anderson.4","dve2C","tg,bs,hf","0.000","","","","","","13","24","816","816","0.410","29641","2780","480","619","1340","0.41","2894884","","","","","","","","",
"performance","done","","chain","none","","reader_writer.1","dve2C","tg,bs,hf","0.000","","","","","","18","62","372","372","0.000","2666","155","394","696","715","0.03","2888928","","","","","","","","",
"performance","done","","bfs-prev","none","","leader_filters.1","dve2C","tg,bs,hf","0.000","","","","","","21","30","1170","1170","0.120","4966","2548","681","1517","2442","0.12","2892900","","","","","","","","",
"performance","done","","chain-prev","none","","sorter.4","dve2C","tg,bs,hf","0.000","","","","","","26","58","19952","19952","20.650","13184427","29626","1262","2944","17685","20.66","3132700","","","","","","","","",
"performance","error","boostperm","chain","none","","brp.5","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","ootime","explore","chain","none","","hanoi.2","dve2C","tg,bs,hf","0.000","","","","","","48","6","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","none","","lifts.2","dve2C","tg,bs,hf","0.000","","","","","","22","135","3510","3510","0.370","2664","3557","918","11223","15998","0.38","2893256","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","elevator_planning.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","chain-prev","none","","exit.3","dve2C","tg,bs,hf","0.000","","","","","","28","89","1246","1246","2.790","2356294","26805","1613","9411","64614","2.80","2913564","","","","","","","","",
"performance","done","","chain","none","","rether.3","dve2C","tg,bs,hf","0.010","","","","","","35","111","16539","16539","42.330","305334","55102","1191","5513","16929","42.37","2983372","","","","","","","","",
"performance","error","boostperm","chain","none","","driving_phils.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs-prev","none","","brp2.6","dve2C","tg,bs,hf","0.000","","","","","","19","33","18843","18843","48.080","5742313","863319","157879","181728","556244","48.41","3429724","","","","","","","","",
"performance","done","","chain-prev","none","","production_cell.4","dve2C","tg,bs,hf","0.000","","","","","","20","36","1368","1368","1.320","340685","6881","350","746","2946","1.33","2907328","","","","","","","","",
"statistics","done","","chain-prev","none","","brp2.5","dve2C","tg,bs,hf","0.000","93","4492","5434","12.151","12.587","19","33","7557","7557","7.680","298111","105317","13285","18762","50391","7.92","2931972","105490","1399091","2613899","8328247","1700579","20870","1595696","","7913445",
"performance","done","","bfs","none","","brp2.2","dve2C","tg,bs,hf","0.000","","","","","","19","33","5445","5445","6.940","61464","39087","5272","7118","15964","6.97","2913468","","","","","","","","",
"performance","done","","chain-prev","none","","protocols.5","dve2C","tg,bs,hf","0.000","","","","","","16","18","918","918","0.420","996345","9662","537","277","1223","0.43","2896952","","","","","","","","",
"performance","error","boostperm","chain","none","","rushhour.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","3860","","","","","","","","",
"performance","done","","chain","none","","leader_election.5","dve2C","tg,bs,hf","0.020","","","","","","193","152","6080","6080","2.930","4803952","10463","5393","6236","5215","2.97","2910924","","","","","","","","",
"performance","done","","bfs-prev","none","","pouring.2","dve2C","tg,bs,hf","0.600","","","","","","7","1724","25860","25860","2.430","51624","78","6896","35512","177564","3.09","2937120","","","","","","","","",
"performance","done","","bfs-prev","none","","peg_solitaire.5","dve2C","tg,bs,hf","1.310","","","","","","51","140","2240","2240","34.730","84191","28006","765152","3920840","11786740","36.39","3375468","","","","","","","","",
"statistics","done","","bfs-prev","none","","fischer.2","dve2C","tg,bs,hf","0.000","60","1534","1751","9.179","9.924","10","25","1250","1250","0.200","21733","645","138","316","1173","0.30","2877508","2034","122357","53548","207405","52020","133","","","189819",
"performance","error","boostperm","bfs-prev","none","","telephony.7","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","public_subscribe.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs-prev","none","","sokoban.1","dve2C","tg,bs,hf","0.000","","","","","","68","9","1107","1107","7.840","91453","4406","26077","35263","731641","7.86","3003484","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","firewire_tree.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.02","5488","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","brp.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","84","","","","","","","","",
"statistics","done","","bfs-prev","none","","lamport.2","dve2C","tg,bs,hf","0.000","71","3462","3962","10.906","11.927","11","42","3402","3402","1.020","110920","3071","229","725","1533","1.12","2905312","7397","848752","287025","2022885","308848","225","","","1394720",
"performance","done","","bfs","none","","krebs.1","dve2C","tg,bs,hf","0.000","","","","","","18","10","660","660","0.270","6027","1633","2520","2795","12025","0.28","2894896","","","","","","","","",
"statistics","ootime","explore","bfs","none","","hanoi.3","dve2C","tg,bs,hf","0.000","262","34969","36816","14.516","15.242","57","6","","","","","","","","","","","","","","","","","","",
"performance","ootime","explore","bfs","none","","public_subscribe.5","dve2C","tg,bs,hf","0.000","","","","","","36","185","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","none","","anderson.4","dve2C","tg,bs,hf","0.000","","","","","","13","24","1944","1944","0.560","29641","2780","480","619","1340","0.57","2896960","","","","","","","","",
"performance","error","boostperm","bfs","none","","production_cell.6","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs-prev","none","","mcs.5","dve2C","tg,bs,hf","0.000","","","","","","21","65","5915","5915","208.400","60556519","158395","565","1190","2486","208.46","3844312","","","","","","","","",
"performance","done","","chain","none","","rether.4","dve2C","tg,bs,hf","0.010","","","","","","43","133","19684","19684","177.030","1157052","185931","1832","8690","22214","177.10","3147392","","","","","","","","",
"performance","done","","chain-prev","none","","phils.2","dve2C","tg,bs,hf","0.000","","","","","","11","30","210","210","0.010","581","148","150","227","290","0.01","2794528","","","","","","","","",
"performance","done","","chain-prev","none","","collision.2","dve2C","tg,bs,hf","0.000","","","","","","14","31","868","868","0.080","12661","226","206","438","630","0.08","2892880","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","bakery.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","done","","chain-prev","none","","sokoban.1","dve2C","tg,bs,hf","0.000","","","","","","68","9","774","774","9.410","91453","4406","26077","35263","731641","9.43","3020884","","","","","","","","",
"performance","done","","bfs","none","","adding.1","dve2C","tg,bs,hf","0.000","","","","","","5","6","186","186","0.160","7372","3208","1715","3481","4760","0.17","2892796","","","","","","","","",
"performance","done","","bfs","none","","bridge.3","dve2C","tg,bs,hf","0.000","","","","","","14","81","4212","4212","15.610","838864","54244","5338","15241","204567","15.63","2931932","","","","","","","","",
"performance","done","","chain-prev","none","","lamport.5","dve2C","tg,bs,hf","0.000","","","","","","14","56","1568","1568","4.150","1066800","3816","332","994","2236","4.16","2938176","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","telephony.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","80","","","","","","","","",
"performance","done","","bfs","none","","sokoban.2","dve2C","tg,bs,hf","0.000","","","","","","64","9","900","900","64.520","761633","28626","147462","229026","6093097","64.59","3831436","","","","","","","","",
